Date,Area,Equipment,Is Running,Driving End Temp,Driven End Temp,Oil Level,Abnormal Sound,Leakage,Observation,RMS Velocity (mm/s),Peak Acceleration (g),Displacement (µm),Gearbox Temp,Gearbox Oil Level,Gearbox Leakage,Gearbox Abnormal Sound,Gearbox RMS Velocity (mm/s),Gearbox Peak Acceleration (g),Gearbox Displacement (µm)
2023-01-03,Finishing,3-P-504-B,True,75.71333742521342,68.28170573676987,Normal,No,No,Normal Operation,2.1766266510831564,0.889941671453381,182.1372397296077,,,,,,,
2023-01-03,Finishing,3-P-601-A,True,75.5679766706135,69.12867585559465,Normal,No,No,Normal Operation,2.730163529378764,1.2556347353544648,182.52630980372783,,,,,,,
2023-01-03,Finishing,3-P-601-C,True,73.8063643261612,70.18555400833664,High,No,No,Normal Operation,2.6392052135518043,0.9743549275795984,189.176056745497,,,,,,,
2023-01-03,Finishing,3-P-601-D,True,72.79968040611605,69.93216550349649,Normal,No,No,Normal Operation,1.9820975526629454,1.1174576170512414,182.72985312473455,,,,,,,
2023-01-03,Finishing,3-P-602-A,True,77.24532758966795,69.25198892249809,Normal,No,No,Normal Operation,2.6716139501093767,1.522610211267607,179.9889775851211,,,,,,,
2023-01-03,Finishing,3-P-602-C,True,71.71603830380533,69.44480729015841,Low,No,No,Normal Operation,2.1533800418806983,1.1660613101037904,172.94227708945695,,,,,,,
2023-01-03,Finishing,3-P-602-D,True,72.79477824431497,69.67647011808738,Normal,No,No,Normal Operation,2.398974108906976,0.9913870900300848,165.2620645625505,,,,,,,
2023-01-03,Finishing,3-P-603-A,True,75.89101603974842,69.93827595295132,Normal,No,No,Normal Operation,2.2046805807820897,0.9965438132177987,179.81993607968877,,,,,,,
2023-01-03,Finishing,3-P-604-B,True,73.90096691667217,72.57860848613714,High,No,No,Normal Operation,3.199221272592913,1.013181623047212,179.5707847113989,,,,,,,
2023-01-03,Finishing,3-P-604-C,True,74.07059791322865,72.78199598033578,Normal,No,No,Normal Operation,2.18542997918628,1.0822714989078166,181.8791087896938,,,,,,,
2023-01-03,Finishing,3-P-604-D,True,75.66405526364338,69.32240137756799,Normal,No,No,Normal Operation,2.886347772192396,1.2920449099085878,185.70559705882494,,,,,,,
2023-01-03,Finishing,3-P-605-1,True,76.04016531951855,71.8773461946194,High,No,No,Normal Operation,2.414633074874501,1.2677222964351464,167.99815192450745,,,,,,,
2023-01-03,Finishing,3-P-605-2,True,77.54550792836883,72.91295325773963,Normal,No,No,Normal Operation,2.539891117984545,1.6796487112192788,174.61725960388105,,,,,,,
2023-01-03,Finishing,3-P-606-1,True,75.54817344079257,67.00169829126247,Normal,No,No,Normal Operation,2.5964460895005566,1.2284157193833067,177.0305531858319,,,,,,,
2023-01-03,Finishing,3-P-606-2,True,76.66806737421912,70.06469487500672,Normal,No,No,Normal Operation,2.4780679923547937,1.345485527229756,177.10656306704715,,,,,,,
2023-01-03,Finishing,3-P-607-1,True,71.99588119723289,74.02192741482692,Normal,No,No,Normal Operation,1.8905122369458707,1.2462966959985795,180.56112208597568,,,,,,,
2023-01-03,Finishing,3-P-607-2,True,73.5392805192898,72.2243071740049,Low,No,No,Normal Operation,2.693952157315286,1.018271667399973,192.04259496137723,,,,,,,
2023-01-03,Finishing,3-P-608-1,True,73.3556266432322,72.72973065669608,Normal,No,No,Normal Operation,2.294848840947011,1.2484094771396348,182.18523350504677,,,,,,,
2023-01-03,Finishing,3-P-608-2,True,79.28125326098832,70.84962004186251,Normal,No,No,Normal Operation,2.3794550531397105,1.5469640709382995,177.56286264362163,,,,,,,
2023-01-03,Finishing,3-P-609-1,True,73.60796706342256,66.20487100093052,Normal,No,No,Normal Operation,2.5532475875005765,1.0271803479645272,178.42779434743423,,,,,,,
2023-01-03,Finishing,3-P-609-2,True,72.29508850919362,70.0171564542459,Normal,No,No,Normal Operation,2.0690031142529235,0.9889178852159687,174.7260661642512,,,,,,,
2023-01-03,Finishing,3-P-610-1,True,74.55755187238077,70.93622352980042,Normal,No,No,Normal Operation,2.3666505259292436,0.7183909149907143,191.00498756529805,,,,,,,
2023-01-03,Finishing,3-P-610-2,True,75.04676101707929,70.73605402356517,Normal,No,No,Normal Operation,2.485692211427166,1.0205382967308716,178.19328652692766,,,,,,,
2023-01-03,Finishing,3-P-611-1,True,73.51201132273754,70.12020505417794,Normal,No,No,Normal Operation,2.4609765961075167,1.447825715583006,180.29595095611168,,,,,,,
2023-01-03,Finishing,3-P-611-2,True,75.9767205332376,67.42491214994111,Normal,No,No,Normal Operation,2.7979421801915976,1.319786440476073,185.1145478208473,,,,,,,
2023-01-03,Finishing,3-P-612-1,True,77.10674560872621,70.19778001840075,Normal,No,Yes,Normal Operation,2.6026126683320454,1.2044081507935964,184.0972289741893,,,,,,,
2023-01-03,Finishing,3-P-612-2,True,78.07748050446993,68.62656579095767,Normal,No,No,Normal Operation,2.52020974408714,1.3546720187093535,179.758016837563,,,,,,,
2023-01-03,Finishing,3-K-602-B,True,73.6857929534645,72.65581090954538,Normal,No,No,Normal Operation,2.6933935545984946,1.0026962295831687,181.32269775088548,,,,,,,
2023-01-03,Finishing,3-K-602-C,True,72.58702627844706,71.58157110680236,Normal,No,No,Normal Operation,2.4001000287206553,1.2598394630147403,176.24713041537134,,,,,,,
2023-01-03,Finishing,3-K-603-1,True,72.4403921849141,71.33687311729393,Normal,No,No,Normal Operation,2.369654035463366,0.9293485186320585,189.68369764655964,,,,,,,
2023-01-03,Finishing,3-K-603-2,True,73.21297186907734,65.98141438464488,Normal,No,No,Normal Operation,2.5294630092065478,0.9068121355707075,174.7772749339267,,,,,,,
2023-01-03,Finishing,3-K-605-B,True,74.93260259412082,68.44244057899697,Normal,No,No,Normal Operation,2.268807480064275,1.0965824463460219,172.03626824214612,,,,,,,
2023-01-03,Finishing,3-K-605-C,True,75.42809169452507,74.9920360172532,Normal,No,No,Normal Operation,2.671079214219723,1.2288984722802452,184.13235794927286,,,,,,,
2023-01-03,Finishing,3-K-605-D,True,73.94324327511274,69.93957840864749,Normal,No,No,Normal Operation,2.559505623211437,1.047834354675773,186.04810226548176,,,,,,,
2023-01-03,Finishing,3-K-605-E,True,74.57076494025364,69.64306407604718,Normal,No,No,Normal Operation,2.283408468969008,1.0516401331963279,182.5482141674419,,,,,,,
2023-01-03,Finishing,3-K-605-F,True,74.9876116250083,68.82959745206908,Normal,No,No,Normal Operation,2.0038764515165424,1.5720730700555552,185.2456376816066,,,,,,,
2023-01-03,Finishing,3-K-605-G,True,76.41952646535091,70.6059402351072,Normal,No,No,Normal Operation,2.507159632654939,1.547771690882979,184.32590682423825,,,,,,,
2023-01-03,Finishing,3-K-606-A,True,75.47764424020659,71.56195471953944,Normal,Yes,No,Normal Operation,2.1616501230407237,1.2973157925083727,179.44670328448402,,,,,,,
2023-01-03,Finishing,3-K-606-C,True,74.90029405299425,73.09934739987881,Normal,No,No,Normal Operation,2.535920790676536,1.276559282219873,183.4036172775493,,,,,,,
2023-01-03,Finishing,3-K-606-D,True,76.2894267522586,68.55708653237565,Normal,No,No,Normal Operation,2.3646339776141265,1.1997357885671716,184.05249685803653,,,,,,,
2023-01-03,Finishing,3-K-606-E,True,72.21150909623321,75.91267215146924,Normal,No,No,Normal Operation,2.667305323847855,1.1146493534165314,180.27007313611585,,,,,,,
2023-01-03,Finishing,3-K-606-F,True,76.51911292172575,72.64302713705935,Normal,No,No,Normal Operation,2.7783863887753597,1.4764039399824362,190.81607096057903,,,,,,,
2023-01-03,Finishing,3-K-606-G,True,77.2083148821212,68.61679984561137,Normal,No,No,Normal Operation,2.1117778763721677,1.14060706441333,189.22539139513634,,,,,,,
2023-01-03,Finishing,3-K-701-B,True,73.93221140073751,70.94228686740877,Normal,No,No,Normal Operation,2.912696481548758,1.5481157616639334,174.2229291855392,,,,,,,
2023-01-03,Finishing,3-K-701-C,True,72.90380310281496,69.22740282000511,Normal,No,No,Normal Operation,2.1330777376705563,1.139787066285969,179.20545033581834,,,,,,,
2023-01-03,Finishing,3-K-701-D,True,73.90072182607973,70.4850594481576,Normal,No,No,Normal Operation,3.105311154474528,0.8938715424369116,171.6327649943021,,,,,,,
2023-01-03,Finishing,3-K-701-E,True,72.32127063544087,69.25482694556148,Normal,No,No,Normal Operation,2.89842187384159,1.4031915094211733,182.8136173103127,,,,,,,
2023-01-03,Finishing,3-K-701-F,True,73.43279382701485,71.85688688880374,Normal,No,No,Normal Operation,2.965666874943607,1.014570329082244,183.33607025144312,,,,,,,
2023-01-03,Finishing,3-K-704-B,True,72.80898334744661,72.55994274690603,Normal,No,No,Normal Operation,2.7180164317365287,0.989722022089255,179.9448229737581,,,,,,,
2023-01-03,Finishing,3-K-801-B,True,75.57473668142327,68.83911172569344,Normal,No,No,Normal Operation,2.6821740607110356,1.3752053753212876,185.68805919721686,,,,,,,
2023-01-03,Finishing,3-K-802-B,True,74.28388873966165,70.89159497326717,Normal,No,No,Normal Operation,2.247764146814323,0.7925115504127601,173.5559516390175,,,,,,,
2023-01-03,Finishing,3-K-802-C,True,71.80028725065429,65.49507854589281,Normal,No,No,Normal Operation,2.3436911565710314,1.1832557977812208,172.64223558113932,,,,,,,
2023-01-03,Finishing,3-M-501,True,73.9679466105137,71.81923515812684,Normal,Yes,No,Normal Operation,2.4310340705187765,0.7663901136327746,187.56714443925995,,,,,,,
2023-01-03,Finishing,3-M-502,True,76.18366297992989,67.40117859498302,Normal,No,No,Normal Operation,2.322773643829126,0.8942193043006075,179.2572449006824,,,,,,,
2023-01-03,Finishing,3-M-503,True,76.28406570961009,68.94486650685191,Normal,No,No,Normal Operation,2.8422767312565775,1.1165203273473616,177.00762488697833,,,,,,,
2023-01-03,Finishing,3-M-504,True,78.29180057990334,66.05109676240264,High,No,No,Normal Operation,2.0032105140892207,1.0919118769783676,177.2257142685288,,,,,,,
2023-01-03,Finishing,3-M-505,True,73.64261337497237,71.28533823624502,Normal,No,No,Normal Operation,2.4048210102456933,1.182356652213065,191.92349534931253,,,,,,,
2023-01-04,Butene,2-P-2101-A,True,74.50593438943531,68.66684115110681,Normal,No,No,Normal Operation,2.1449844169133327,0.9069630953216121,188.94202737030326,,,,,,,
2023-01-04,Butene,2-P-2301-A,True,78.97407701907972,70.79695962064132,Normal,No,No,Normal Operation,3.053795474815153,0.9348112680777367,180.76972110653332,,,,,,,
2023-01-04,Butene,2-P-2302-A,True,71.64220641348142,69.09746835859357,Normal,No,No,Normal Operation,2.5353727142229325,0.8522102796497074,182.09744195149068,,,,,,,
2023-01-04,Butene,2-P-2306-B,True,73.68008952861041,68.16672529734576,Normal,No,No,Normal Operation,2.3893419077738303,1.5298373342306684,184.91255310271777,,,,,,,
2023-01-04,Butene,2-P-2201-A,True,75.55254871022555,72.80194918624599,Normal,No,No,Normal Operation,2.8234274702645,1.4924700259912829,188.55099582487938,,,,,,,
2023-01-04,Butene,2-P-2202-B,True,76.42523720345523,66.48334339862232,Normal,No,No,Normal Operation,2.7454088809888066,1.0455713739899113,182.64384764682535,,,,,,,
2023-01-04,Butene,2-P-2203-B,True,71.2221979613687,70.52315518002611,Low,No,No,Normal Operation,2.2544866813793214,1.5967806161835119,180.96070530068076,,,,,,,
2023-01-04,Butene,2-P-2304-B,True,76.4834740033397,71.87904867858269,Normal,No,No,Normal Operation,2.3734075766467067,1.256492583355374,186.44643999298552,,,,,,,
2023-01-04,Butene,2-P-2305-A,True,76.49951401628849,71.6540508188032,High,No,No,Normal Operation,2.3052068656488403,1.0129187088488947,192.10564558953834,,,,,,,
2023-01-04,Butene,2-P-2401-B,True,76.49395885040784,70.47883261043798,Normal,No,No,Normal Operation,2.5164022667023374,1.510262443758231,168.6590956104904,,,,,,,
2023-01-04,Butene,2-P-2601-B,True,75.32506484426092,70.20970119565206,Normal,No,No,Normal Operation,2.4614776342248748,0.7540547966987076,179.00377966948588,,,,,,,
2023-01-04,Butene,2-P-2701,True,75.09476009591901,73.54011971580833,Normal,No,No,Normal Operation,2.298421578482879,0.6220616284716206,183.43788273206997,,,,,,,
2023-01-04,Butene,2-P-2501-A,True,75.92842315644229,71.8349015745593,High,No,No,Normal Operation,2.184130460819349,1.2008428328113658,186.79572543384208,,,,,,,
2023-01-04,Butene,2-P-2502-B,True,76.74884909287641,70.74936841674256,Normal,No,No,Normal Operation,2.807736331239911,0.8403814577181481,178.720931100548,,,,,,,
2023-01-04,Butene,2-P-2602-A,True,76.75680123571736,71.44578863388872,Normal,No,No,Normal Operation,2.1901936643924285,0.9625227330157328,188.37272664647242,,,,,,,
2023-01-04,Butene,2-P-2303-A,True,74.83982081204687,72.33144759344455,Normal,No,No,Normal Operation,2.2462698387310223,1.199070286835677,174.45273910302072,,,,,,,
2023-01-05,Distillation,3-P-901-B,True,75.05585442361804,73.22330073830778,High,No,Yes,Normal Operation,2.2314048389492434,1.157664896471832,184.99356687981447,,,,,,,
2023-01-05,Distillation,3-P-902-A,True,72.65676706709864,67.94423980624192,Normal,No,No,Normal Operation,2.232337469948049,0.9138353177499849,175.64050454710897,,,,,,,
2023-01-05,Distillation,3-P-903-A,True,76.44154846715833,72.82197081793177,Normal,No,No,Normal Operation,2.2550375341609654,1.2124297059927596,180.40752414061157,67.36057164274891,Normal,No,No,2.0051209961173257,1.2661397312946825,179.11297210431425
2023-01-05,Distillation,3-P-903-C,True,77.33335559638545,71.90009952026163,Normal,No,No,Normal Operation,2.915105409040913,1.5569508634019145,188.54969319760824,68.28123528036593,Normal,No,No,2.7776722728574437,1.178967427140788,188.27245306076
2023-01-05,Distillation,3-P-904-B,True,71.04243790990334,67.14522809415897,Normal,No,No,Normal Operation,2.5069090910190575,1.126388952612401,185.48084698645891,,,,,,,
2023-01-05,Distillation,3-P-905-B,True,73.40291937028489,70.74431400645383,Normal,No,No,Normal Operation,1.8976987090434334,1.3734908571135627,182.31335766279702,,,,,,,
2023-01-05,Distillation,3-P-906-B,True,75.8399417965612,70.83381268235345,Low,No,No,Normal Operation,2.519963644915676,1.2415949544514633,182.16276112059046,,,,,,,
2023-01-05,Distillation,3-P-907-A,True,74.75846864558852,68.37801176229824,Normal,Yes,No,Normal Operation,3.0196342498915776,1.3867740449632426,190.6746993297051,,,,,,,
2023-01-05,Distillation,3-P-909-B,True,77.33055743126947,69.19813965595357,Normal,No,No,Normal Operation,2.6041199005187883,0.965673862251084,187.92404739332548,,,,,,,
2023-01-05,Distillation,3-P-910-B,True,74.60623225582064,70.79307789050455,Normal,Yes,No,Normal Operation,2.399821990185602,1.1171635112107563,179.42619123310703,,,,,,,
2023-01-05,Distillation,3-P-911-B,True,76.22358903868606,69.79720734108878,Normal,No,No,Normal Operation,2.607733824643437,1.4438846616633723,178.15206637724668,,,,,,,
2023-01-05,Distillation,3-P-912-B,True,75.61391294077647,68.96340973906808,Low,Yes,No,Normal Operation,2.0495178004267642,1.1115813220913522,183.42388624646475,,,,,,,
2023-01-05,Distillation,3-P-914-A,True,77.28082270026324,71.94445339149361,Normal,Yes,No,Normal Operation,2.531641357877319,1.272934451037695,174.51861492109407,,,,,,,
2023-01-05,Distillation,3-P-916-A,True,74.87776066239435,68.51607705253348,Normal,No,No,Normal Operation,2.042919547954618,1.1708539738487174,181.01258594436976,,,,,,,
2023-01-05,Distillation,3-P-917,True,74.48289951273895,72.54267976222059,Normal,No,No,Normal Operation,2.4392822087373225,1.2360279647510393,181.30890980834076,,,,,,,
2023-01-05,Distillation,3-K-901,True,77.04514734814428,75.59307580373289,Normal,No,No,Normal Operation,2.3371791485857627,0.9455222780866203,176.52711408413762,,,,,,,
2023-01-05,Distillation,3-K-1001-B,True,77.99224266087901,72.44776022258799,High,No,No,Normal Operation,2.057083328136416,1.2064953385874233,175.91839437408342,,,,,,,
2023-01-05,Distillation,3-K-1001-C,True,75.5496901421643,69.36184981577362,Normal,No,No,Normal Operation,2.7006044968505827,1.2862755241373163,187.08097332258868,,,,,,,
2023-01-05,Distillation,3-P-1001-A,True,77.27010859721669,67.64136582733057,Normal,Yes,No,Normal Operation,2.6838624613824904,1.3695078009053283,188.67356825254578,,,,,,,
2023-01-05,Distillation,3-P-1001-C,True,72.75429054713427,69.5379365592301,Normal,No,No,Normal Operation,2.3618903984338484,1.1252582657263082,183.04337610561183,,,,,,,
2023-01-05,Distillation,3-P-1001-D,True,76.32608596854142,69.44535364630455,Normal,No,No,Normal Operation,2.7447081674502187,1.3411502455965594,177.18048949527682,,,,,,,
2023-01-05,Distillation,3-P-1001-E,True,74.27300353690097,71.21821150831211,Normal,No,No,Normal Operation,2.310533700683758,1.2363264962516223,180.33844607134856,,,,,,,
2023-01-05,Distillation,3-P-1001-F,True,71.72850549377345,67.08052504250016,Normal,No,No,Normal Operation,2.484156654648333,1.2327852109550046,175.13480084099385,,,,,,,
2023-01-05,Distillation,3-P-1011,True,72.94961737262155,69.29485464059564,Normal,No,No,Normal Operation,2.543448308834589,1.317156415315874,181.74372145750084,,,,,,,
2023-01-05,Distillation,3-P-1101-A,True,72.67138078784397,71.18077157604908,Normal,No,No,Normal Operation,3.059063001386969,1.4864446136751606,187.74958847900834,,,,,,,
2023-01-05,Distillation,3-P-920-B,True,74.37936023191278,69.38664545335915,Normal,No,No,Normal Operation,2.5164278818250083,1.2916799396956853,175.23667042740712,,,,,,,
2023-01-05,Distillation,3-P-1102-B,True,69.17413351846145,67.63149487419527,Normal,No,No,Normal Operation,2.7176485066683647,1.2408444947604935,188.37917877367124,,,,,,,
2023-01-05,Distillation,3-P-1121,True,73.6145197391314,67.12919409757284,Normal,No,No,Normal Operation,2.240200613326618,0.8802406805934855,181.20532461246316,,,,,,,
2023-01-05,Distillation,3-P-1122,True,75.53585744179122,71.22548015858503,Normal,No,No,Normal Operation,1.8340033330898473,1.2819490892318157,178.43144292949333,,,,,,,
2023-01-05,Distillation,3-P-1201-B,True,74.50698547724473,68.09476353005005,Normal,No,No,Normal Operation,2.5153842233140353,1.4695733620816909,187.8525096651644,,,,,,,
2023-01-05,Distillation,3-P-1202-A,True,76.18075589857838,69.64289261794183,Normal,No,No,Normal Operation,2.818979916471034,0.9966458241999203,175.17114485007056,,,,,,,
2023-01-05,Distillation,3-RUP-901,True,75.4023525123174,68.71481547285602,Normal,No,No,Normal Operation,2.414504470570518,1.5984407727867245,178.75958768144474,,,,,,,
2023-01-05,Distillation,3-RUK-901,True,75.82017050534174,71.9749180471795,Normal,No,No,Normal Operation,2.4588462364581556,1.3256247360126625,184.54578878532254,,,,,,,
2023-01-09,Reaction,3-P-101,True,74.23308303860763,73.80596416924325,Normal,Yes,No,Normal Operation,2.6884394434291776,0.7893962050186347,179.60261820421582,,,,,,,
2023-01-09,Reaction,3-P-102-B,True,75.72082609081838,70.09497825714459,Normal,No,No,Normal Operation,2.2101397919407058,1.4085677435293351,182.1011251453819,,,,,,,
2023-01-09,Reaction,3-P-103-A,True,72.56538037157593,71.11111123783505,High,No,No,Normal Operation,2.5353927763377624,1.3283821629661037,177.5530596246289,63.94018094236457,Normal,No,No,2.1273091892146305,0.940843559664022,178.93047253166137
2023-01-09,Reaction,3-P-201,True,76.38612606420175,66.43911136080716,Normal,No,No,Normal Operation,2.820337582260392,0.9740587787916352,179.9263810695559,,,,,,,
2023-01-09,Reaction,3-P-202,True,73.64739390275125,68.87729227082252,Low,No,No,Normal Operation,2.4776016506842886,1.2696150784621976,186.15849045295204,,,,,,,
2023-01-09,Reaction,3-P-203,True,73.9883769855066,66.06887196127386,Normal,No,No,Normal Operation,1.9814513656958779,1.0569850340961833,179.79958541785257,,,,,,,
2023-01-09,Reaction,3-P-204,True,72.4168120057918,66.94208811960019,Normal,No,No,Normal Operation,2.7623932839822607,1.2273987908339066,178.7323268577062,,,,,,,
2023-01-09,Reaction,3-P-205,True,77.6629125712587,70.59367311404023,Normal,No,No,Normal Operation,2.532836938910497,0.9537604193760193,169.1817090032647,,,,,,,
2023-01-09,Reaction,3-P-206,True,80.57596854914681,67.66758587841058,Normal,No,No,Normal Operation,2.685051794987595,1.1602720034212384,177.24216915530712,,,,,,,
2023-01-09,Reaction,3-P-208,True,74.6748772425534,66.58151701461387,Normal,No,No,Normal Operation,2.2647790591969335,0.9091656554474459,183.3435355446233,,,,,,,
2023-01-09,Reaction,3-P-209,True,76.5675332738808,66.85698109863878,Normal,Yes,No,Normal Operation,2.739774901032681,0.8567777813862278,183.79020014305362,,,,,,,
2023-01-09,Reaction,3-P-301-A,True,78.76300447176882,71.90993354085401,Normal,No,No,Normal Operation,2.3082753779124676,1.133741483024269,171.17754456584254,62.696196985756906,Normal,No,No,2.9394359281287783,1.3454685357084761,178.7463570560029
2023-01-09,Reaction,3-P-301-C,True,74.98886119055318,66.41772677340491,Normal,No,No,Normal Operation,2.3481012859541113,1.1469948804300247,179.79127113518797,64.52772631709558,Normal,No,Yes,2.7543832444328884,0.8983714981096814,175.53799345151396
2023-01-09,Reaction,3-K-101-A,True,73.38324149621205,71.17669754939563,Normal,No,No,Normal Operation,2.554720622579436,1.2515478870942174,175.7440054402961,,,,,,,
2023-01-09,Reaction,3-K-301-A,True,72.71803206999093,69.99031779219837,High,No,No,Normal Operation,2.291340082742119,1.5316687064613954,178.4846906056631,,,,,,,
